Size_SqFt,Bedrooms,Bathrooms,Age_Years,Location,Proximity_Amenities,House_Price,Garage,Garden,Floor_Level
2120.0249142459706,4,1,63,Urban,Low,320192.73,No,Yes,3
2439.266279237425,4,3,37,Suburban,Low,370329.66,Yes,Yes,4
2043.4242595276985,4,1,31,Urban,High,348446.75,Yes,Yes,2
2048.6423325631295,5,1,14,Urban,Medium,379173.16,Yes,No,2
1563.6082860731626,3,1,17,Suburban,High,293321.22,Yes,Yes,1
2572.102398952068,4,2,79,Suburban,Medium,383698.91,Yes,No,2
2522.273289071592,2,2,35,Urban,Low,385116.33,No,No,5
1794.7204056567516,1,3,7,Rural,Low,268350.53,No,No,5
1937.8557702585022,5,1,18,Urban,Low,331359.31,Yes,No,1
2707.1103363451634,3,3,13,Urban,Medium,465637.33,Yes,No,5
1433.2145894762723,3,2,49,Suburban,High,227131.36,No,Yes,4
2302.1441956793906,4,3,88,Urban,Medium,333829.79,No,No,4
1720.6931134344359,2,2,39,Rural,Low,248583.83,Yes,No,4
2889.0389383758206,1,2,1,Urban,High,476217.3,Yes,Yes,1
2031.7233643326686,3,2,86,Suburban,Medium,267569.45,No,No,4
2630.1892590700213,5,2,48,Rural,Medium,394763.97,Yes,Yes,5
1619.3363257694357,2,1,15,Rural,Medium,256291.77,Yes,Yes,5
1375.7356588378661,5,3,19,Suburban,Low,249521.55,Yes,No,3
1882.870271399444,4,3,31,Rural,High,318319.92,Yes,No,2
2131.341728973418,1,3,19,Rural,Medium,319308.11,No,Yes,1
1744.6341589917934,5,1,34,Urban,Medium,306051.95,Yes,No,5
2379.1537131374835,1,2,11,Rural,High,359824.61,No,Yes,5
1895.0232160947853,5,3,96,Suburban,Low,253087.49,Yes,Yes,1
959.2814191166972,3,1,10,Urban,Low,185293.32,Yes,No,4
2276.4059895965,3,2,23,Urban,Medium,381069.99,Yes,Yes,4
1558.7314704264213,4,2,53,Urban,High,264834.77,No,Yes,5
1819.2013091617407,2,2,54,Urban,High,286882.83,Yes,Yes,2
2776.565601769678,1,3,84,Urban,Medium,386326.03,No,Yes,5
2886.405862060545,2,2,35,Suburban,Low,414042.06,No,No,4
1712.2532824535942,2,3,53,Urban,High,276660.77,Yes,Yes,2
2288.89331531592,2,2,8,Rural,High,384872.67,No,Yes,3
1723.8627547886776,2,2,7,Suburban,High,308751.64,Yes,Yes,3
1856.5635105506985,2,3,51,Rural,Low,244626.52,No,No,2
1697.1122925507236,5,3,95,Suburban,Low,243712.92,Yes,Yes,1
1137.8281598017577,2,2,27,Suburban,Medium,180861.36,No,Yes,2
2047.5276118668546,1,3,17,Suburban,High,329060.73,Yes,No,4
2144.0826934730835,3,3,71,Urban,Low,304956.29,No,Yes,4
1664.499127344431,2,3,78,Suburban,High,232855.14,Yes,Yes,4
2543.8958557185542,4,1,35,Rural,Medium,389016.75,No,Yes,3
1781.9598914523901,1,1,56,Suburban,Medium,250420.37,No,No,5
1681.3940875704925,5,1,3,Urban,Low,313476.85,Yes,Yes,4
2263.251559054053,3,1,68,Rural,High,294201.21,Yes,No,4
1228.6590050137356,3,2,39,Rural,Low,164752.13,Yes,No,4
2453.339515851403,3,1,72,Rural,Medium,342851.22,No,Yes,1
1798.9154213028187,4,3,61,Suburban,Low,249227.83,Yes,Yes,2
2494.643038197045,2,1,16,Suburban,Low,383157.49,Yes,No,2
2644.065262914578,5,1,89,Urban,Low,366461.16,Yes,Yes,4
2320.0767211785706,5,2,15,Urban,Medium,410534.87,Yes,No,1
1594.0133536358444,5,3,64,Urban,High,278339.01,Yes,No,4
1374.5841467577977,2,1,3,Urban,High,247126.26,Yes,Yes,5
1282.963668332382,5,3,1,Rural,Medium,264178.31,Yes,No,3
2551.4553508506556,5,2,66,Rural,Low,359050.2,No,Yes,5
1932.5999438999083,3,1,41,Rural,High,282994.53,No,Yes,5
1700.3891027345758,2,3,24,Suburban,Low,262856.09,No,Yes,5
1933.9589242305542,1,3,40,Rural,Medium,271640.14,No,No,5
2540.310604477084,1,3,17,Rural,High,400522.48,No,Yes,3
2389.369892679775,1,2,65,Urban,Low,305358.88,Yes,Yes,5
2219.2530778544274,4,3,51,Urban,Low,345901.46,No,Yes,4
2318.9430287132027,3,2,21,Rural,Low,349030.72,No,No,1
2090.0861777484743,5,1,19,Urban,Medium,365272.21,Yes,No,5
2151.0565286482124,3,3,89,Urban,High,319934.92,No,Yes,5
2110.5126155755233,2,2,44,Rural,Low,294259.6,Yes,Yes,1
1999.969377186223,2,1,8,Urban,Low,321136.48,No,No,3
2376.686941915641,3,1,91,Rural,Medium,318099.07,No,Yes,2
2180.6410531001975,2,2,46,Urban,High,354380.93,No,Yes,1
1559.642484446521,3,2,82,Rural,Medium,203890.58,Yes,No,1
2264.4371927613265,3,1,73,Suburban,Low,320099.54,No,No,1
2123.6235331896523,3,2,0,Urban,Medium,397537.71,No,No,1
2305.7067344575494,1,1,90,Suburban,High,301575.69,Yes,No,3
1947.8965431924858,5,3,27,Rural,High,351819.04,Yes,Yes,4
2405.870156883579,2,3,45,Urban,High,369163.34,No,No,5
1969.2957245669215,5,2,86,Suburban,High,293410.61,Yes,No,4
2361.9398433002725,5,2,44,Suburban,Medium,387873.93,No,Yes,1
1771.7642420247446,3,2,25,Suburban,High,312828.16,No,Yes,3
1806.3729729505237,5,2,3,Urban,Medium,353302.5,Yes,No,5
2301.0262616050622,3,3,75,Suburban,Medium,321491.06,Yes,No,1
1834.113303127628,2,3,89,Suburban,Medium,240114.11,No,Yes,4
3102.8913473740804,4,1,51,Urban,Low,487232.66,Yes,Yes,4
2283.222493389513,5,1,37,Urban,Low,357862.98,Yes,No,1
2012.4617430771004,5,3,72,Rural,Medium,292882.48,Yes,No,4
2409.9503883794246,5,2,65,Urban,Low,369906.27,No,Yes,5
1759.6597950117416,3,2,31,Urban,High,310428.07,No,Yes,5
2461.507409616509,1,3,44,Suburban,Low,344660.43,Yes,Yes,4
2447.6176083317664,3,3,7,Urban,High,433941.26,Yes,No,3
2626.7670288897752,3,2,73,Suburban,Low,359851.97,No,No,5
1779.5952343257113,3,1,13,Urban,High,331368.43,Yes,Yes,3
1388.6333729311275,2,1,6,Suburban,Medium,241207.99,No,Yes,3
1694.9226803987258,2,1,69,Urban,Medium,234287.09,No,No,5
1859.1847420136264,4,2,47,Rural,Low,267186.28,No,No,3
2833.6058004258775,5,1,90,Suburban,Medium,414021.77,Yes,Yes,5
3097.5060145638745,4,2,69,Urban,High,476005.13,No,Yes,1
2172.3311523219913,1,1,53,Urban,Low,293601.33,No,No,5
2004.6953040092997,2,3,8,Suburban,High,352389.1,Yes,Yes,5
1825.0460847628945,3,3,51,Rural,Low,232620.65,Yes,No,1
2412.3451751054336,2,1,85,Suburban,Medium,327826.58,No,Yes,4
3094.290695995759,2,3,29,Rural,Low,446821.89,No,Yes,4
2892.925445594136,1,3,90,Urban,High,398530.94,Yes,Yes,3
2568.988306302917,1,3,1,Urban,Low,414551.5,No,Yes,3
2561.651265556928,5,3,31,Suburban,Low,423653.73,Yes,No,4
2416.1549431270573,2,1,86,Rural,High,321889.8,Yes,No,5
1976.3546771457327,1,1,0,Urban,High,332105.66,No,Yes,2
1631.725888729602,4,1,1,Rural,High,303648.53,Yes,Yes,4
1989.5929553360293,2,1,96,Rural,Medium,245286.59,No,Yes,4
2211.1698010656764,3,2,23,Rural,High,364638.6,No,Yes,4
1273.1830506408523,5,1,84,Urban,Low,177488.34,Yes,No,3
1923.5246353168955,2,2,11,Suburban,Low,306735.71,No,Yes,4
1587.0338227043633,5,2,12,Rural,High,300873.72,No,Yes,3
2506.9205805340707,5,3,42,Suburban,Medium,420219.58,Yes,Yes,1
1725.1457989216447,1,2,97,Suburban,Medium,186964.56,No,No,2
2164.110165990494,1,2,30,Rural,High,344203.05,Yes,No,3
1649.9898535322118,2,2,5,Urban,Low,294650.32,Yes,No,4
2798.8496629804577,5,2,77,Suburban,Low,398453.26,No,No,4
1149.6215317327074,4,1,97,Rural,Low,118426.93,No,No,1
2237.9201884219833,1,3,55,Urban,Medium,322195.03,Yes,No,2
1361.3711657800338,1,3,10,Rural,Medium,217202.36,No,No,1
1745.3336747575745,1,1,48,Urban,Medium,252733.2,Yes,No,3
2103.0933518422526,1,3,79,Urban,Low,279695.07,Yes,No,1
2127.6785156584187,5,3,18,Urban,Low,373087.88,Yes,Yes,4
2114.6334205477065,4,3,74,Urban,High,341803.53,No,Yes,1
2075.87457048775,1,2,59,Suburban,Low,286304.73,Yes,Yes,3
1679.0778690632787,4,3,72,Suburban,High,261974.63,Yes,Yes,2
1917.9733384555946,5,1,24,Urban,Medium,327752.71,No,Yes,3
2015.8170080894574,3,3,5,Suburban,Low,340753.52,No,Yes,4
2097.680198379441,3,3,54,Rural,Low,292724.86,No,Yes,5
1967.1597635965059,3,1,37,Suburban,Low,261785.27,No,No,3
2364.7952104922274,2,3,43,Urban,High,372267.91,No,No,4
2046.6934850754712,4,1,49,Suburban,Low,304142.37,No,Yes,5
2100.662983810807,5,3,34,Suburban,Medium,355859.55,No,Yes,4
1808.6738258442413,2,3,46,Urban,High,294607.83,No,Yes,3
1473.7790366927888,3,1,53,Rural,High,219789.09,Yes,No,2
2077.014465366235,3,3,82,Rural,High,291337.09,Yes,No,4
2603.723021981469,3,2,49,Suburban,High,413851.45,Yes,No,3
2221.9306153652064,5,2,77,Urban,Low,319940.55,Yes,No,2
1591.2530293926043,3,3,58,Rural,Low,220861.45,Yes,Yes,2
2407.370012909302,4,1,69,Suburban,High,339997.71,Yes,Yes,1
1832.4414661030216,3,2,66,Urban,Medium,276698.93,Yes,Yes,2
2357.3269902401435,2,3,57,Rural,Low,318745.89,Yes,No,5
1815.6020675519194,3,2,66,Rural,Medium,232571.32,Yes,No,1
2176.653219913685,2,2,58,Urban,High,338785.97,No,No,5
1740.7513316878267,1,2,43,Urban,High,273216.35,No,No,3
1753.4737517648327,5,3,4,Suburban,Low,333196.42,Yes,No,3
1216.8673164521301,4,3,84,Suburban,Medium,160551.39,Yes,No,1
2256.03740958058,3,2,76,Suburban,Low,301295.99,Yes,Yes,3
2185.0848174101684,3,3,49,Rural,High,338017.59,Yes,Yes,1
2213.2213581304713,3,2,68,Rural,Low,293238.27,No,No,2
2137.6652805659055,3,3,99,Rural,Medium,265873.74,No,No,1
1618.8749833383483,2,1,17,Rural,Medium,257562.78,No,No,4
2482.94963224679,5,1,54,Suburban,High,391484.14,No,Yes,3
2496.389650046135,2,3,99,Urban,Low,302937.44,Yes,No,3
1605.8812674147086,3,1,88,Suburban,Low,187364.02,No,No,1
2266.061995674979,2,3,91,Rural,Medium,284792.69,Yes,No,3
2437.4955926839884,3,3,61,Suburban,Low,335916.88,No,Yes,1
1764.9508633281393,1,3,22,Suburban,Low,264900.63,No,No,3
1851.982155377824,2,2,88,Rural,Medium,228385.25,No,No,3
2267.056704105893,5,3,43,Suburban,Low,370650.93,No,Yes,4
1244.8351152928494,1,2,54,Rural,Medium,141379.96,Yes,Yes,3
1455.741389233,4,3,55,Suburban,Medium,232666.07,Yes,No,1
1505.1124960652191,2,2,95,Rural,Low,158774.01,No,No,5
1101.8418175872523,2,3,89,Rural,Medium,113293.35,No,No,4
2542.46988709374,4,1,13,Urban,High,454971.3,No,No,2
1005.9340929041665,5,1,17,Urban,Medium,199882.18,Yes,No,3
2171.555331715683,1,2,69,Rural,Medium,286888.29,Yes,No,3
2405.8416973776098,4,3,23,Urban,Low,389504.42,No,Yes,5
1853.2020227933663,5,1,4,Suburban,Medium,336226.52,Yes,No,2
1665.8161876343775,1,3,90,Urban,Medium,209259.88,Yes,Yes,2
2116.4212253683195,5,2,57,Suburban,Medium,337716.4,Yes,Yes,2
2000.9165002972406,5,1,13,Suburban,Medium,357993.23,Yes,Yes,5
2501.752431208208,3,2,84,Suburban,Medium,360555.55,Yes,Yes,2
685.7394298010213,2,2,84,Urban,High,81865.0,Yes,Yes,4
1540.646261925936,1,2,29,Urban,Medium,243296.53,No,No,3
2280.7884419580278,3,2,63,Suburban,Low,308825.39,No,Yes,3
2025.2237213872302,1,2,1,Urban,Medium,341718.08,No,Yes,1
2376.0170795984336,3,2,80,Rural,High,308006.58,Yes,Yes,3
2131.009988119831,1,1,84,Rural,High,280690.56,No,Yes,2
1932.6314683793437,2,2,9,Suburban,High,340171.01,Yes,Yes,5
1848.855778453248,5,3,29,Urban,High,353882.69,Yes,No,4
3162.5275079377934,2,3,5,Urban,Low,503982.41,No,No,5
2767.4731370157556,1,2,77,Suburban,Low,356442.52,Yes,Yes,4
2247.752549047611,2,1,24,Rural,Medium,327428.36,No,Yes,1
2039.2319467242073,1,1,5,Suburban,High,345098.65,No,No,5
2269.066274676717,4,1,21,Rural,Low,357388.37,No,Yes,1
2413.417358936454,4,2,37,Suburban,Low,381397.52,Yes,Yes,4
2209.4133428522546,1,3,60,Urban,Medium,320913.1,No,Yes,2
1624.3099383067208,4,1,81,Suburban,Medium,234890.55,No,Yes,4
2892.2553838622553,5,1,68,Urban,Low,417915.43,Yes,No,3
2123.1041138770097,1,3,72,Suburban,Medium,290101.24,No,No,1
3006.965015194907,3,1,19,Suburban,High,485355.4,No,No,1
2093.573743438667,4,1,17,Urban,Medium,362952.62,Yes,Yes,1
1877.1733239372331,5,2,70,Suburban,High,295987.9,Yes,Yes,1
2692.070062023232,1,2,49,Rural,High,373789.22,No,No,5
2150.5934790388837,3,2,15,Urban,High,378715.08,No,Yes,4
2066.7113172546447,5,1,68,Rural,High,298627.58,No,Yes,1
1399.8178971787029,4,3,65,Suburban,High,235943.96,No,Yes,4
2330.108902567914,1,3,14,Rural,Medium,362012.09,No,Yes,2
1753.3448085220457,4,1,94,Suburban,Low,210276.85,No,Yes,4
1776.104395463013,3,2,44,Suburban,Low,265543.56,Yes,Yes,3
1754.7255772974142,1,3,69,Rural,Low,190922.4,No,No,1
2219.5169173476515,5,1,20,Urban,Medium,387202.9,No,No,3
1232.311863212155,4,3,14,Urban,Low,234147.5,Yes,No,2
1894.5773286370963,2,2,87,Suburban,High,243003.61,No,No,2
2490.139495554689,5,2,15,Suburban,High,459915.81,Yes,Yes,5
1377.1655653299963,4,3,57,Urban,Low,193058.37,No,No,5
2086.4394804672925,2,1,59,Urban,Low,284526.48,No,No,2
1684.3002898645827,3,3,16,Rural,Low,262653.5,No,No,1
1798.1534402671832,1,2,61,Urban,High,261004.93,Yes,No,3
2827.5761301949533,3,2,90,Rural,High,385677.71,No,No,3
1174.7554082274958,3,1,2,Suburban,Medium,227318.84,No,No,3
2382.815169085808,1,3,94,Suburban,Medium,289777.34,Yes,Yes,2
1761.0358656113938,5,2,22,Suburban,Medium,318675.38,No,No,1
1736.1680074271662,4,3,8,Suburban,High,347742.17,No,Yes,3
1444.2188287558663,3,1,12,Suburban,High,261526.98,No,Yes,2
2376.949818636818,5,3,78,Suburban,Medium,361973.81,Yes,No,4
1904.2976918579918,2,3,22,Urban,Medium,323867.73,No,Yes,2
1841.1652931026738,3,3,34,Rural,Medium,290583.55,No,No,4
2054.918464602037,5,1,33,Urban,Medium,364050.81,No,No,2
1914.8564371290997,5,2,17,Urban,Medium,362643.03,Yes,Yes,1
999.6560601232378,4,3,80,Rural,Medium,120701.81,No,Yes,4
1754.5879085113208,3,1,56,Urban,High,252502.38,No,Yes,1
2447.7204454741623,1,2,94,Suburban,Medium,299707.4,No,No,5
1246.691767943846,4,1,39,Urban,High,213744.49,No,No,1
1455.0310500718228,1,3,93,Urban,High,193490.47,Yes,Yes,5
1786.6043023007371,1,2,25,Rural,Low,261284.84,Yes,Yes,1
1637.188290681429,5,1,13,Urban,Low,306275.95,No,Yes,2
1986.057258929196,1,1,47,Suburban,High,282075.36,Yes,No,1
1453.4616241606295,1,1,35,Urban,High,237203.67,No,Yes,4
1806.0727380953135,4,1,65,Rural,Low,240185.04,No,No,2
1976.002734200333,3,2,11,Urban,Low,325436.49,No,Yes,2
2324.4702081039854,4,3,30,Urban,High,410909.27,Yes,No,1
2622.3946930497978,5,2,18,Suburban,High,448713.46,Yes,Yes,2
1869.22642307328,3,3,11,Rural,High,319450.91,No,No,1
2944.030120622913,4,3,50,Suburban,High,464698.25,Yes,No,2
1908.047709727738,3,2,73,Suburban,High,281566.77,Yes,No,1
2414.4375741282656,2,1,46,Urban,Medium,367733.99,Yes,No,2
2965.7538673633894,4,1,56,Suburban,Medium,449090.9,Yes,Yes,2
2069.6542046179675,3,3,82,Suburban,High,309781.83,Yes,Yes,3
1313.2366892112323,1,2,32,Rural,High,189077.98,Yes,No,4
2045.4519286038155,2,1,73,Rural,Low,249442.25,No,No,5
1694.1785558975446,1,3,70,Rural,Medium,214809.37,No,Yes,3
1862.783986513774,2,3,73,Urban,Low,253060.66,Yes,No,4
2992.4884412476076,5,1,60,Urban,High,479210.28,No,Yes,1
1388.618288388062,3,2,55,Urban,Medium,226773.29,Yes,No,2
2150.2334111529294,2,2,70,Suburban,Low,287963.6,No,Yes,5
1561.1393598391378,3,3,87,Urban,Low,218606.05,Yes,No,4
1846.1710293995427,5,1,9,Urban,Low,335485.6,No,Yes,3
2372.421167602242,2,1,96,Rural,Low,278357.85,No,Yes,4
2159.0819717365116,3,2,11,Suburban,High,375014.39,Yes,No,2
1887.4838655192054,4,1,89,Rural,Medium,228558.03,Yes,Yes,2
1675.099837367686,3,3,84,Urban,High,257383.23,No,Yes,4
2158.0390960768073,3,1,18,Suburban,High,364329.5,No,Yes,3
2853.843358576685,3,3,53,Rural,Low,411480.83,Yes,No,5
1549.3240286881883,1,1,37,Suburban,High,247635.42,No,Yes,1
2955.831942728886,2,3,75,Suburban,Low,400714.98,No,Yes,2
2599.748725362576,3,1,55,Suburban,High,400165.08,Yes,Yes,2
2684.6766837888836,5,1,47,Urban,Low,432754.1,No,No,5
2154.2161904648005,3,3,56,Urban,High,324220.37,No,No,2
2585.5648877549474,3,1,77,Suburban,Medium,358974.39,Yes,Yes,5
1495.5843587746867,4,3,82,Urban,Medium,229597.84,No,No,2
1665.9780460757443,4,2,0,Suburban,Medium,308570.57,No,No,1
2382.906906960196,4,1,2,Urban,High,444020.81,No,No,5
2147.922527611908,1,2,4,Urban,High,372382.98,Yes,Yes,4
1925.8103707511154,5,3,86,Suburban,High,298763.95,Yes,Yes,5
748.695554696289,2,1,29,Suburban,Medium,119507.1,Yes,No,2
1782.2629759809145,5,3,49,Rural,Low,279233.55,Yes,No,5
1412.9731098508673,4,1,41,Suburban,High,247826.92,Yes,Yes,3
2246.767155655751,5,2,2,Rural,High,385317.6,No,No,5
1904.4157357163822,1,1,60,Suburban,Low,229600.7,Yes,Yes,4
1685.8497279167477,3,2,92,Suburban,Medium,223491.32,Yes,No,2
3321.455241312152,4,1,91,Rural,High,483453.97,No,Yes,3
2519.0872383471174,2,2,11,Urban,High,414754.9,No,Yes,1
2527.93607067803,1,3,11,Urban,Low,390234.94,Yes,Yes,5
3101.1075723410863,5,3,75,Suburban,High,486544.45,No,Yes,3
2401.0958913415548,2,3,68,Urban,Low,327290.29,Yes,Yes,5
1614.522995263567,2,1,65,Rural,Low,200538.79,No,No,1
1556.0518241541317,4,1,91,Urban,Medium,224391.26,Yes,No,4
2482.4513793771175,3,1,44,Rural,Medium,361305.49,Yes,Yes,3
970.3228601124117,1,1,50,Urban,High,137572.63,No,No,4
1961.1101844952173,5,3,0,Rural,Low,331917.18,Yes,Yes,4
914.437811221776,5,3,61,Suburban,Low,146304.5,No,No,4
2049.4217541947532,1,3,90,Rural,Medium,230788.09,No,No,2
2427.0351253559766,1,2,78,Urban,Medium,340938.48,Yes,No,2
2139.707767301816,2,3,10,Urban,Medium,369644.57,No,No,2
2469.054679485299,3,2,36,Rural,High,392284.03,No,No,2
2982.413470829957,3,2,23,Rural,Medium,483647.92,No,No,5
1928.2307813689956,4,1,22,Rural,Medium,295829.06,Yes,Yes,3
3403.8253916394406,5,2,99,Suburban,Medium,488579.91,No,No,3
2106.334978085077,5,1,30,Rural,Medium,320722.74,Yes,No,1
2474.5825313451796,1,2,50,Rural,Medium,332748.7,No,Yes,3
1694.4686427174663,4,3,86,Urban,Medium,257206.52,Yes,No,4
2809.656989815341,3,2,42,Suburban,Medium,423253.74,Yes,No,3
2520.8550992713144,3,1,57,Rural,Medium,347605.05,Yes,No,5
2735.7256512839986,3,2,15,Urban,High,459469.96,No,No,3
2027.2522108869773,4,1,48,Urban,High,346750.2,No,No,4
1372.2912178083552,4,1,2,Urban,High,288841.42,No,Yes,1
2230.198719812703,1,3,14,Suburban,High,370875.26,No,No,5
1151.490093338242,2,3,9,Urban,Low,201952.16,Yes,No,2
1831.907098189024,4,2,63,Rural,High,258787.96,Yes,Yes,4
2095.5402183161254,3,2,8,Rural,Low,343112.63,Yes,No,1
3188.612146255384,4,2,50,Rural,High,501352.32,No,Yes,4
2159.27430597097,2,1,37,Suburban,High,348713.67,Yes,Yes,4
2069.7687345415197,4,3,76,Urban,Low,294997.43,Yes,Yes,1
1968.4837879823535,3,1,52,Urban,Low,278305.84,Yes,No,1
1328.9545476174912,1,3,80,Suburban,High,168414.48,No,Yes,3
2042.9129200065038,4,2,6,Rural,Medium,337716.08,No,Yes,5
2051.4413380683864,3,3,90,Urban,High,290027.1,No,Yes,2
1515.6957522731414,4,2,50,Rural,Medium,220353.05,No,No,2
1406.6271927858174,1,3,75,Suburban,Medium,185830.46,No,Yes,3
1759.2146586161334,5,2,31,Rural,Low,281034.88,No,Yes,1
2032.4664892863466,3,3,54,Urban,High,335073.73,Yes,No,5
1771.222909309271,3,2,32,Suburban,Low,272837.91,Yes,Yes,3
1474.5622751742394,4,1,77,Suburban,High,212986.61,Yes,Yes,2
2144.6361260021527,5,2,56,Suburban,Medium,342478.58,No,No,5
2269.4334120846142,3,2,53,Rural,Medium,319098.73,Yes,Yes,5
2060.6488546111177,3,3,87,Suburban,Medium,293130.24,Yes,Yes,1
1718.5086430615333,5,1,43,Suburban,Low,272959.37,Yes,Yes,1
2297.420510616129,4,2,47,Urban,High,369612.85,Yes,No,1
1904.7313551365094,3,3,9,Urban,Medium,344225.09,Yes,Yes,4
1405.4581463274253,3,2,95,Rural,Medium,152028.05,Yes,Yes,4
2518.1221775006993,1,2,75,Suburban,Medium,332241.77,Yes,Yes,5
2176.754009633245,2,1,16,Suburban,Medium,341772.03,No,No,1
1940.3548471521306,3,3,92,Suburban,Medium,228390.37,No,Yes,1
1214.4738975826376,3,1,1,Suburban,Medium,234274.05,No,No,1
1627.569860432394,3,2,34,Urban,Low,271636.27,No,Yes,1
3009.2828561914635,1,3,48,Urban,Low,442522.71,Yes,Yes,1
1245.8289690596516,5,3,34,Suburban,High,248555.6,Yes,Yes,4
1874.3253601791537,2,1,57,Rural,Low,243545.85,No,Yes,1
1991.83211882319,1,3,12,Urban,Medium,322078.36,No,No,5
2160.2383947057774,2,2,16,Urban,Medium,362821.42,Yes,No,3
1251.4145320867929,4,2,26,Suburban,Low,198094.53,No,No,2
2087.0881282023,3,2,7,Urban,Medium,380334.14,No,No,3
1156.94726876416,5,2,42,Rural,Low,188288.76,Yes,Yes,2
2048.7143980977557,2,3,17,Urban,Low,327311.65,No,No,1
1673.8010404952088,3,3,64,Suburban,Low,225406.11,Yes,No,2
1567.0653665410948,5,1,36,Rural,High,254457.03,Yes,Yes,2
2417.4085793337936,3,3,86,Urban,Medium,347310.55,No,No,1
1882.196878318059,3,2,9,Suburban,High,318541.88,No,Yes,4
2236.8554024537857,5,1,89,Suburban,Low,300597.13,No,Yes,5
2253.4134556889085,3,3,15,Urban,Low,369768.28,No,Yes,2
2634.976744477551,4,1,7,Rural,High,449865.17,Yes,No,4
1395.8711291894876,1,2,31,Rural,Medium,198420.05,Yes,No,3
2459.5078312598785,2,2,0,Urban,Medium,423149.56,No,No,5
2008.2308112190235,5,1,21,Urban,Medium,352332.34,No,No,3
1810.937709815203,1,2,61,Suburban,Medium,241731.39,No,Yes,1
1425.3747404048588,2,3,14,Rural,Medium,223966.07,No,No,3
2303.295430771431,5,3,92,Rural,Medium,331095.76,No,Yes,1
1538.8877393330572,5,3,37,Rural,High,267000.64,Yes,No,2
2258.9032934885713,4,2,91,Rural,High,325381.24,No,Yes,3
2963.915386483566,5,3,67,Urban,High,489710.28,No,No,2
2489.988520179664,4,3,59,Rural,Medium,364556.54,No,Yes,3
2695.7171625753244,2,2,88,Rural,Low,330232.49,Yes,Yes,4
1640.497611387484,3,2,26,Suburban,Medium,272442.17,No,No,3
2381.3665230659976,4,3,82,Suburban,Medium,340042.66,Yes,Yes,5
1427.8925224318048,3,3,5,Rural,Medium,255221.67,No,Yes,4
1883.258548712693,3,1,84,Urban,High,274523.7,No,No,5
2870.63602810956,5,2,24,Rural,Low,450067.68,Yes,Yes,4
1696.078896786758,1,3,84,Rural,Low,182758.1,Yes,Yes,4
2555.6780920865467,3,1,72,Rural,High,355991.77,Yes,Yes,2
2507.8233664998575,1,3,97,Rural,High,319821.02,Yes,No,1
2537.370625110419,4,2,95,Suburban,Low,352951.08,No,Yes,2
1366.4990119393638,3,3,34,Suburban,Medium,222271.61,No,Yes,2
2262.60048300784,3,2,56,Suburban,Medium,348890.33,No,Yes,1
1921.7007170415684,3,2,17,Urban,Medium,348153.83,Yes,Yes,5
2544.2484287645557,1,1,89,Suburban,Medium,329501.8,No,No,4
1172.4998001365775,4,1,76,Urban,Low,156351.18,No,No,5
2183.8939445328015,1,3,4,Urban,Low,374489.35,Yes,Yes,5
2113.1876014200334,2,1,96,Rural,High,252302.86,Yes,No,2
1004.9416313755324,2,1,82,Suburban,Low,85333.16,Yes,No,1
1557.2898219525114,5,3,10,Urban,High,326945.1,Yes,Yes,5
1084.9238934415744,3,2,70,Rural,High,148862.73,Yes,No,2
1636.8223490385467,2,3,86,Rural,Low,196987.88,No,Yes,4
2274.608542332574,2,2,4,Suburban,Medium,381382.65,Yes,Yes,4
2097.682787824304,1,3,88,Rural,High,257861.86,No,Yes,1
2084.700040296774,4,2,67,Suburban,Medium,305288.54,No,Yes,3
1480.1259455343088,3,3,91,Rural,Low,162917.62,No,Yes,5
2560.225245755266,3,1,22,Rural,Medium,407449.96,Yes,No,3
1990.5901608193299,5,1,39,Urban,High,362180.02,Yes,Yes,3
2016.8519061287543,4,1,20,Rural,Low,312220.47,Yes,Yes,1
2470.1997844730654,3,2,25,Rural,Low,367494.95,No,No,1
1504.3271261537307,1,2,69,Suburban,Low,163812.19,No,Yes,2
2114.2738849359616,3,2,1,Rural,Medium,338341.93,Yes,No,2
2211.73124580071,2,2,94,Urban,Medium,316728.21,No,Yes,2
1727.2159248530759,3,3,33,Rural,High,296358.01,Yes,Yes,4
2326.186690379888,2,2,37,Urban,Medium,355542.79,Yes,No,5
2238.5615853147838,4,1,84,Rural,High,308342.33,No,No,1
1949.4116438612875,2,2,97,Rural,High,226528.16,Yes,Yes,4
1933.9245549325692,4,2,90,Rural,Low,235919.22,No,No,2
2261.7738289356525,5,3,97,Rural,Medium,300145.54,Yes,No,1
2394.235520006595,2,2,13,Rural,Medium,403936.19,Yes,Yes,5
2031.4499587033201,4,2,17,Urban,Low,343312.92,No,No,1
2560.0947302034233,1,1,84,Urban,Low,325084.56,Yes,No,5
2329.262981215292,4,1,63,Suburban,Medium,352336.27,Yes,Yes,2
1105.7680251365923,5,1,45,Rural,Low,172253.61,No,Yes,3
1297.5516512289287,2,1,88,Urban,High,167641.2,No,Yes,1
2591.1176095108303,1,3,8,Suburban,Low,386793.44,No,No,1
1876.6134342645512,4,1,45,Rural,Low,252234.51,Yes,Yes,3
2082.087911398737,2,3,33,Urban,Low,309305.06,No,No,1
2569.6452588295724,5,3,8,Suburban,Low,439048.35,No,Yes,2
1996.7943913140796,3,2,53,Rural,Low,285944.03,No,Yes,5
