Age,Gender,Annual_Income,Spending_Score,Purchase_History,Frequency_Visits,Product_Preference,Membership,Online_Shopping,Feedback_Score,Customer_Segment
54,Female,58303,35,603,21,Others,Yes,Rarely,5,Mid-Value
27,Male,32232,30,1010,18,Others,Yes,Rarely,5,High-Value
40,Female,45220,31,799,44,Fashion,No,Occasional,5,High-Value
49,Male,40203,12,970,50,Home & Living,No,Never,3,High-Value
30,Female,66456,35,1224,34,Fashion,Yes,Frequent,4,High-Value
67,Female,59041,25,1490,30,Groceries,Yes,Never,4,High-Value
52,Male,87256,86,896,33,Fashion,No,Never,1,High-Value
35,Female,39168,100,165,46,Groceries,Yes,Occasional,2,High-Value
26,Female,73634,33,775,39,Home & Living,No,Frequent,4,High-Value
28,Male,40580,9,-298,50,Others,No,Rarely,2,Low-Value
48,Male,56967,50,963,40,Home & Living,No,Frequent,3,High-Value
20,Female,13222,5,975,25,Electronics,No,Occasional,3,High-Value
58,Female,39451,66,1588,42,Groceries,Yes,Frequent,2,High-Value
40,Male,69312,10,550,1,Others,No,Frequent,2,Low-Value
60,Female,69037,5,1330,29,Electronics,Yes,Occasional,3,High-Value
68,Male,28709,42,1125,24,Electronics,Yes,Never,5,High-Value
47,Male,51345,49,361,48,Groceries,No,Occasional,3,High-Value
31,Male,57610,7,1601,41,Fashion,Yes,Frequent,1,High-Value
43,Male,42208,59,555,46,Others,Yes,Occasional,4,High-Value
24,Male,34219,92,1322,20,Electronics,Yes,Frequent,1,High-Value
58,Female,54449,31,1533,32,Groceries,No,Occasional,4,High-Value
54,Male,45574,51,-275,10,Groceries,No,Frequent,1,Low-Value
19,Male,58675,57,863,27,Fashion,Yes,Rarely,4,High-Value
51,Male,14929,81,1216,40,Fashion,Yes,Occasional,1,High-Value
48,Female,38193,29,911,41,Others,Yes,Frequent,1,High-Value
20,Male,55159,3,985,47,Others,No,Frequent,3,High-Value
61,Male,81271,95,880,28,Home & Living,No,Frequent,5,High-Value
37,Female,42231,65,1123,52,Home & Living,Yes,Never,1,High-Value
63,Male,68449,94,390,29,Electronics,Yes,Never,2,High-Value
47,Female,41301,70,462,2,Groceries,Yes,Rarely,3,Mid-Value
68,Female,49269,71,961,15,Groceries,Yes,Rarely,4,High-Value
56,Female,53255,13,1707,44,Home & Living,No,Frequent,5,High-Value
59,Female,51538,55,706,15,Groceries,No,Occasional,1,High-Value
62,Female,68733,91,1512,27,Groceries,No,Never,1,High-Value
32,Male,28061,42,1068,30,Electronics,No,Frequent,5,High-Value
57,Female,19836,40,250,30,Others,Yes,Frequent,5,Mid-Value
28,Male,61907,61,1015,23,Others,Yes,Never,4,High-Value
58,Male,50838,52,1444,17,Fashion,Yes,Rarely,3,High-Value
56,Female,59681,19,1217,10,Home & Living,Yes,Rarely,4,High-Value
56,Male,20807,57,1625,20,Groceries,Yes,Frequent,1,High-Value
37,Male,41258,58,1271,5,Groceries,Yes,Frequent,2,High-Value
55,Male,48658,18,1953,21,Groceries,No,Occasional,1,High-Value
66,Male,45179,5,1878,20,Others,No,Frequent,5,High-Value
56,Male,68920,31,1694,25,Home & Living,No,Occasional,2,High-Value
26,Male,19226,84,1473,41,Home & Living,Yes,Rarely,3,High-Value
52,Male,60841,47,-120,45,Fashion,Yes,Never,1,Mid-Value
19,Female,31597,10,494,45,Fashion,No,Occasional,5,High-Value
20,Female,38760,24,1213,43,Groceries,Yes,Rarely,5,High-Value
58,Male,52666,21,534,42,Fashion,Yes,Never,2,High-Value
30,Male,47301,15,597,48,Others,No,Never,4,High-Value
32,Male,65973,30,1534,6,Home & Living,Yes,Never,3,High-Value
53,Male,66527,94,148,10,Groceries,Yes,Frequent,2,Mid-Value
46,Female,43709,44,609,43,Electronics,Yes,Frequent,3,High-Value
42,Female,56608,25,1235,32,Groceries,No,Rarely,5,High-Value
42,Female,38786,14,66,24,Others,Yes,Occasional,4,Low-Value
47,Male,52532,51,1162,52,Others,Yes,Rarely,3,High-Value
47,Male,33631,26,1401,27,Others,No,Occasional,4,High-Value
40,Male,57875,13,1572,21,Groceries,No,Occasional,2,High-Value
39,Male,60915,74,1198,25,Home & Living,Yes,Frequent,5,High-Value
36,Female,40706,2,-394,44,Fashion,Yes,Occasional,1,Low-Value
19,Male,44247,90,1546,34,Fashion,No,Rarely,3,High-Value
24,Male,54271,40,887,31,Others,No,Occasional,1,High-Value
19,Female,55768,7,1528,48,Others,Yes,Never,4,High-Value
64,Female,64436,1,1297,16,Groceries,No,Never,2,High-Value
60,Female,71159,66,1151,48,Electronics,No,Occasional,2,High-Value
68,Male,26786,77,1790,32,Home & Living,No,Rarely,3,High-Value
56,Female,49831,37,417,9,Electronics,No,Never,5,Mid-Value
56,Male,53339,8,1450,35,Others,Yes,Never,1,High-Value
35,Female,57618,35,1212,19,Electronics,No,Rarely,4,High-Value
65,Female,55363,33,206,39,Groceries,No,Rarely,5,Mid-Value
69,Male,27674,100,937,1,Electronics,Yes,Never,1,High-Value
48,Male,48338,83,483,46,Groceries,No,Never,4,High-Value
64,Male,51777,1,965,40,Fashion,No,Rarely,5,High-Value
41,Female,53315,15,1897,30,Groceries,No,Frequent,4,High-Value
60,Male,53305,12,1160,17,Home & Living,No,Occasional,2,High-Value
59,Male,41009,42,772,38,Electronics,No,Frequent,1,High-Value
18,Male,24449,29,1217,29,Home & Living,No,Rarely,1,High-Value
51,Female,54582,63,1032,26,Groceries,No,Never,3,High-Value
54,Male,38066,33,530,24,Groceries,Yes,Occasional,2,Mid-Value
57,Female,44921,9,1101,20,Others,Yes,Never,2,High-Value
36,Female,15920,55,2159,28,Groceries,No,Never,1,High-Value
25,Female,34660,36,1030,41,Groceries,Yes,Never,1,High-Value
69,Female,38242,100,990,20,Others,No,Never,1,High-Value
37,Female,50192,65,888,51,Home & Living,No,Frequent,3,High-Value
38,Female,17966,17,1113,37,Others,No,Never,1,High-Value
35,Female,51911,17,966,50,Others,Yes,Frequent,4,High-Value
63,Male,59372,24,367,29,Others,Yes,Never,3,Mid-Value
33,Male,57994,49,968,43,Home & Living,Yes,Occasional,3,High-Value
58,Male,55362,54,168,34,Home & Living,No,Never,5,Mid-Value
47,Male,60516,77,1456,21,Groceries,No,Rarely,2,High-Value
57,Female,57426,48,1263,10,Home & Living,Yes,Frequent,4,High-Value
40,Male,59408,75,899,18,Fashion,No,Frequent,5,High-Value
20,Male,34045,26,1181,12,Electronics,Yes,Never,5,High-Value
45,Female,66400,90,403,17,Fashion,No,Frequent,5,High-Value
62,Male,60801,73,-502,40,Home & Living,Yes,Occasional,4,Mid-Value
48,Female,34892,81,577,4,Home & Living,Yes,Frequent,2,High-Value
61,Female,43359,98,963,21,Electronics,Yes,Rarely,5,High-Value
33,Male,50612,56,1625,33,Groceries,Yes,Rarely,3,High-Value
66,Female,46173,93,1034,33,Home & Living,No,Rarely,3,High-Value
43,Female,40119,81,564,8,Home & Living,No,Frequent,3,High-Value
37,Female,49399,69,411,47,Groceries,No,Never,2,High-Value
34,Female,28959,80,677,22,Fashion,Yes,Rarely,5,High-Value
33,Male,48477,97,907,6,Electronics,Yes,Occasional,5,High-Value
42,Male,29942,74,287,40,Groceries,No,Rarely,1,High-Value
38,Male,46081,45,578,51,Others,Yes,Occasional,5,High-Value
44,Male,40908,16,1476,39,Fashion,Yes,Occasional,2,High-Value
67,Female,60241,28,175,4,Fashion,Yes,Occasional,3,Low-Value
69,Female,71100,8,279,34,Electronics,No,Occasional,3,Mid-Value
46,Female,44256,11,436,37,Fashion,No,Frequent,4,Mid-Value
56,Female,44730,38,535,41,Others,No,Never,5,High-Value
51,Female,47785,3,558,13,Home & Living,No,Rarely,4,Mid-Value
42,Male,49643,33,767,29,Fashion,No,Rarely,3,High-Value
62,Female,59872,35,819,21,Home & Living,No,Never,5,High-Value
26,Male,54853,73,793,13,Home & Living,No,Never,3,High-Value
44,Female,57841,56,783,31,Fashion,Yes,Rarely,5,High-Value
24,Male,26322,78,1358,43,Fashion,No,Rarely,1,High-Value
36,Female,22313,83,318,7,Fashion,Yes,Occasional,1,Mid-Value
55,Female,63363,67,776,43,Others,No,Frequent,3,High-Value
39,Male,73377,92,1389,41,Electronics,No,Occasional,5,High-Value
50,Female,80436,36,1531,1,Groceries,Yes,Rarely,3,High-Value
29,Female,38670,98,1167,36,Groceries,No,Never,5,High-Value
28,Male,48837,93,1098,1,Groceries,No,Never,4,High-Value
49,Male,42866,11,610,45,Groceries,Yes,Occasional,3,High-Value
49,Female,39499,16,1860,25,Fashion,No,Occasional,5,High-Value
62,Male,41059,56,2115,32,Others,No,Rarely,2,High-Value
29,Male,45659,81,485,16,Fashion,Yes,Rarely,2,High-Value
25,Female,38291,97,934,5,Home & Living,Yes,Frequent,3,High-Value
49,Male,52858,91,1030,22,Home & Living,No,Never,1,High-Value
32,Male,6100,32,338,1,Electronics,No,Rarely,2,Low-Value
59,Male,45524,30,1181,5,Fashion,Yes,Never,1,High-Value
20,Female,52960,27,1049,5,Others,No,Rarely,2,High-Value
60,Female,63484,96,427,27,Others,No,Rarely,1,High-Value
23,Male,59093,75,937,47,Fashion,Yes,Frequent,5,High-Value
19,Female,58612,93,1189,39,Electronics,Yes,Never,4,High-Value
47,Male,52557,57,1558,9,Others,No,Rarely,4,High-Value
21,Female,35113,99,855,25,Electronics,No,Rarely,5,High-Value
44,Female,60229,55,364,34,Groceries,No,Frequent,2,High-Value
24,Female,38755,91,43,40,Electronics,Yes,Frequent,3,High-Value
64,Female,55568,80,1371,22,Electronics,No,Rarely,3,High-Value
54,Male,34483,92,1013,12,Home & Living,Yes,Occasional,5,High-Value
18,Female,44669,82,1395,22,Electronics,No,Rarely,4,High-Value
46,Male,44579,39,864,38,Home & Living,Yes,Frequent,3,High-Value
46,Female,59975,31,741,4,Fashion,Yes,Never,3,Mid-Value
38,Male,43633,58,2110,45,Fashion,Yes,Never,5,High-Value
57,Female,34395,68,830,50,Home & Living,No,Never,4,High-Value
61,Female,40366,4,774,32,Home & Living,No,Never,3,High-Value
31,Female,32156,20,1463,39,Electronics,No,Never,1,High-Value
67,Male,58955,75,1575,29,Fashion,No,Rarely,1,High-Value
20,Female,63866,4,2174,36,Fashion,Yes,Frequent,4,High-Value
48,Female,61607,39,1026,42,Groceries,Yes,Rarely,5,High-Value
55,Female,51561,1,1570,19,Fashion,Yes,Frequent,4,High-Value
25,Male,56193,64,1275,47,Groceries,Yes,Never,2,High-Value
57,Female,60757,14,388,26,Groceries,Yes,Never,4,Mid-Value
42,Female,51400,18,242,20,Electronics,Yes,Never,4,Mid-Value
37,Female,92549,16,1262,22,Home & Living,Yes,Never,5,High-Value
44,Female,41440,45,309,16,Home & Living,No,Never,1,Mid-Value
43,Male,38756,27,1061,5,Groceries,Yes,Occasional,3,High-Value
41,Female,52768,72,584,1,Electronics,Yes,Never,5,Mid-Value
60,Male,60169,54,1117,37,Others,No,Never,2,High-Value
61,Male,23800,78,1499,39,Home & Living,No,Rarely,5,High-Value
63,Male,59740,7,1229,32,Fashion,No,Occasional,3,High-Value
18,Female,44400,57,129,28,Electronics,Yes,Frequent,4,Mid-Value
61,Female,35032,48,509,19,Others,Yes,Never,3,Mid-Value
38,Female,28919,39,1106,45,Fashion,Yes,Frequent,2,High-Value
64,Male,51978,92,-257,49,Fashion,No,Never,1,High-Value
58,Female,54924,22,1455,39,Home & Living,No,Rarely,2,High-Value
30,Male,66634,33,713,22,Electronics,No,Rarely,5,High-Value
60,Male,58350,41,722,17,Electronics,Yes,Frequent,5,High-Value
40,Male,53503,82,589,15,Groceries,No,Frequent,2,High-Value
20,Female,46617,5,752,1,Groceries,Yes,Frequent,4,Mid-Value
42,Male,70702,81,1463,22,Groceries,No,Frequent,5,High-Value
68,Male,79911,71,1396,35,Groceries,Yes,Frequent,1,High-Value
51,Male,45003,20,358,40,Groceries,Yes,Occasional,2,Mid-Value
26,Female,43915,39,1983,21,Groceries,Yes,Never,1,High-Value
29,Male,66292,79,837,16,Home & Living,No,Never,3,High-Value
21,Male,76133,99,697,43,Fashion,No,Never,4,High-Value
37,Female,36489,95,783,36,Fashion,No,Rarely,5,High-Value
29,Male,57646,39,742,24,Others,No,Never,3,High-Value
65,Male,46411,26,642,12,Groceries,Yes,Rarely,4,Mid-Value
45,Male,55419,48,2117,32,Home & Living,Yes,Occasional,5,High-Value
56,Female,43260,60,704,28,Groceries,No,Occasional,2,High-Value
21,Female,66056,8,704,7,Electronics,Yes,Frequent,4,Mid-Value
46,Male,22709,55,545,50,Electronics,Yes,Frequent,5,High-Value
64,Female,70867,29,1300,38,Fashion,No,Occasional,1,High-Value
32,Female,36712,59,642,11,Electronics,No,Never,2,High-Value
61,Male,31799,75,841,28,Fashion,Yes,Rarely,2,High-Value
64,Female,59002,26,1483,31,Groceries,No,Occasional,5,High-Value
35,Female,32843,54,792,24,Groceries,No,Occasional,4,High-Value
27,Female,38872,11,795,47,Home & Living,No,Never,1,High-Value
53,Male,38173,60,393,23,Groceries,Yes,Never,4,High-Value
50,Male,35274,47,854,42,Home & Living,No,Rarely,5,High-Value
22,Female,38243,10,2507,19,Electronics,Yes,Frequent,2,High-Value
33,Female,70514,88,1003,30,Others,No,Frequent,1,High-Value
26,Male,45952,18,1680,4,Electronics,Yes,Frequent,5,High-Value
65,Female,37111,89,618,48,Groceries,No,Occasional,2,High-Value
45,Female,70868,69,869,24,Fashion,No,Occasional,2,High-Value
55,Male,36322,94,1443,52,Electronics,Yes,Rarely,1,High-Value
30,Female,55607,14,618,43,Electronics,No,Frequent,2,High-Value
22,Female,50685,88,243,30,Electronics,No,Rarely,3,High-Value
36,Male,51246,26,1202,14,Electronics,No,Frequent,3,High-Value
32,Female,41268,92,926,3,Fashion,No,Never,2,High-Value
37,Female,55225,4,410,22,Home & Living,No,Occasional,3,Mid-Value
22,Male,59637,39,1744,16,Home & Living,Yes,Frequent,2,High-Value
25,Male,43425,21,891,49,Home & Living,No,Frequent,2,High-Value
23,Male,51037,14,1445,46,Groceries,Yes,Rarely,5,High-Value
43,Male,57586,22,1289,49,Electronics,No,Occasional,2,High-Value
30,Female,51024,33,682,33,Fashion,No,Rarely,1,High-Value
30,Female,53830,56,642,37,Electronics,Yes,Frequent,5,High-Value
52,Female,37622,88,1166,1,Home & Living,No,Never,2,High-Value
69,Male,41406,99,-150,41,Electronics,Yes,Frequent,4,High-Value
24,Male,23993,77,459,27,Electronics,No,Occasional,1,High-Value
33,Female,41583,32,1105,24,Electronics,Yes,Never,1,High-Value
50,Female,32540,63,341,21,Home & Living,No,Frequent,5,Mid-Value
35,Female,78332,52,901,24,Electronics,Yes,Occasional,4,High-Value
57,Female,66807,77,1298,47,Groceries,Yes,Rarely,2,High-Value
25,Male,80124,96,1601,22,Others,No,Rarely,2,High-Value
41,Female,10294,23,718,6,Fashion,Yes,Never,3,Mid-Value
62,Female,57836,41,970,2,Fashion,No,Frequent,2,High-Value
64,Male,43343,52,762,12,Fashion,Yes,Occasional,2,High-Value
67,Male,49915,59,179,13,Home & Living,No,Rarely,5,Mid-Value
29,Male,46362,34,730,5,Home & Living,Yes,Frequent,1,Mid-Value
50,Male,43324,57,665,17,Fashion,Yes,Frequent,5,High-Value
32,Female,48307,47,1895,33,Others,No,Occasional,2,High-Value
65,Male,45637,57,884,1,Electronics,No,Occasional,1,High-Value
54,Male,48957,66,856,16,Groceries,Yes,Never,5,High-Value
38,Male,49203,82,982,21,Home & Living,Yes,Rarely,5,High-Value
64,Female,43949,78,846,10,Others,No,Frequent,5,High-Value
34,Female,26876,97,404,25,Electronics,No,Occasional,5,High-Value
31,Male,61495,21,1124,19,Fashion,Yes,Occasional,5,High-Value
46,Female,38913,14,1124,33,Home & Living,No,Occasional,4,High-Value
28,Male,58618,2,839,10,Home & Living,Yes,Never,2,Mid-Value
37,Male,60003,52,1282,28,Groceries,No,Never,3,High-Value
47,Male,58246,70,494,39,Home & Living,Yes,Frequent,1,High-Value
43,Female,29779,90,1787,44,Electronics,Yes,Occasional,3,High-Value
25,Female,56844,83,792,47,Others,No,Frequent,4,High-Value
41,Female,47663,37,1971,13,Others,Yes,Frequent,3,High-Value
65,Female,33938,61,185,50,Groceries,Yes,Rarely,4,High-Value
31,Female,75911,93,1402,9,Home & Living,No,Never,5,High-Value
24,Male,56893,90,1400,2,Groceries,Yes,Frequent,4,High-Value
37,Female,61441,25,1127,44,Electronics,No,Rarely,3,High-Value
69,Female,57186,93,830,34,Groceries,No,Rarely,5,High-Value
22,Female,52184,35,2316,45,Groceries,No,Frequent,2,High-Value
59,Female,62370,41,1878,42,Electronics,Yes,Rarely,5,High-Value
28,Female,45736,57,1321,36,Electronics,Yes,Frequent,3,High-Value
35,Male,43766,53,1065,27,Home & Living,No,Occasional,1,High-Value
65,Female,57964,21,322,52,Groceries,No,Frequent,1,High-Value
29,Female,14887,14,810,2,Fashion,Yes,Occasional,4,Mid-Value
55,Male,52727,12,1079,28,Groceries,Yes,Never,2,High-Value
47,Male,38060,40,609,24,Groceries,Yes,Rarely,1,High-Value
38,Male,47443,53,1753,19,Groceries,No,Rarely,3,High-Value
66,Female,62232,23,1327,3,Electronics,No,Rarely,3,High-Value
50,Female,44610,15,1264,38,Electronics,Yes,Never,3,High-Value
35,Male,59183,19,986,24,Home & Living,No,Frequent,2,High-Value
49,Male,87571,54,-124,17,Fashion,Yes,Frequent,5,Low-Value
48,Female,70322,91,1549,23,Others,Yes,Rarely,4,High-Value
24,Female,30430,8,986,4,Others,Yes,Frequent,2,Mid-Value
40,Female,74909,76,640,49,Home & Living,No,Occasional,1,High-Value
64,Male,68462,99,1625,18,Home & Living,Yes,Rarely,2,High-Value
49,Male,47537,96,583,43,Groceries,Yes,Frequent,2,High-Value
43,Male,50019,88,537,32,Fashion,Yes,Frequent,1,High-Value
42,Male,37740,57,1232,38,Fashion,Yes,Rarely,2,High-Value
41,Female,34573,73,-72,19,Others,Yes,Occasional,1,Mid-Value
51,Male,41368,34,1164,33,Electronics,Yes,Never,4,High-Value
68,Male,39175,100,2079,40,Groceries,Yes,Occasional,3,High-Value
42,Female,53890,64,1420,45,Fashion,No,Never,5,High-Value
32,Male,48607,93,144,7,Groceries,No,Occasional,5,Mid-Value
37,Male,53573,56,520,9,Fashion,Yes,Occasional,2,Mid-Value
59,Female,74431,77,2084,9,Home & Living,No,Rarely,5,High-Value
19,Male,44602,84,996,45,Home & Living,Yes,Frequent,3,High-Value
61,Female,59600,46,42,39,Groceries,Yes,Occasional,5,Mid-Value
22,Female,51078,20,1106,38,Others,Yes,Rarely,3,High-Value
25,Male,9891,23,979,52,Home & Living,No,Rarely,5,High-Value
20,Male,77659,19,1107,17,Others,Yes,Frequent,2,High-Value
23,Male,25412,45,1357,4,Others,Yes,Never,5,High-Value
60,Male,39343,61,1112,37,Home & Living,No,Frequent,4,High-Value
49,Male,23693,77,1861,40,Others,No,Occasional,1,High-Value
18,Female,60318,34,772,8,Groceries,No,Rarely,2,Mid-Value
29,Male,47368,93,611,9,Others,No,Frequent,3,High-Value
41,Male,59358,64,-326,41,Fashion,Yes,Never,1,Mid-Value
39,Male,36702,100,767,31,Electronics,Yes,Frequent,2,High-Value
60,Male,41435,94,620,40,Groceries,No,Occasional,2,High-Value
56,Male,50634,2,1426,26,Others,Yes,Never,4,High-Value
68,Male,51160,42,1220,14,Home & Living,Yes,Never,1,High-Value
22,Male,49765,25,1118,37,Home & Living,No,Never,3,High-Value
64,Female,43659,66,932,42,Others,Yes,Rarely,4,High-Value
52,Female,38549,12,1654,34,Home & Living,No,Frequent,3,High-Value
28,Female,67636,19,1253,46,Electronics,No,Rarely,5,High-Value
60,Female,19778,28,1290,27,Electronics,No,Rarely,2,High-Value
26,Female,24756,24,508,51,Groceries,Yes,Occasional,2,High-Value
68,Female,37482,88,1640,24,Others,Yes,Occasional,2,High-Value
44,Male,73381,77,375,22,Electronics,Yes,Occasional,1,High-Value
55,Female,65780,70,604,44,Electronics,No,Never,5,High-Value
26,Male,67611,45,1087,46,Fashion,Yes,Rarely,1,High-Value
26,Female,34586,64,538,19,Fashion,No,Occasional,2,High-Value
22,Female,29202,89,956,33,Groceries,Yes,Rarely,1,High-Value
37,Female,74695,85,1701,49,Groceries,Yes,Never,5,High-Value
38,Female,31432,99,62,36,Electronics,Yes,Rarely,1,High-Value
22,Female,39811,42,1763,25,Home & Living,Yes,Occasional,4,High-Value
21,Female,47982,80,538,49,Groceries,Yes,Never,1,High-Value
21,Female,40530,72,892,40,Groceries,Yes,Never,3,High-Value
36,Male,55971,61,1330,19,Home & Living,Yes,Never,3,High-Value
40,Female,46653,39,1169,31,Electronics,No,Frequent,4,High-Value
28,Female,49049,5,1407,7,Fashion,Yes,Never,1,High-Value
33,Female,24715,97,987,1,Fashion,Yes,Rarely,4,High-Value
48,Female,67611,24,1301,46,Fashion,No,Never,2,High-Value
69,Female,78282,50,947,26,Home & Living,Yes,Occasional,2,High-Value
67,Female,28897,36,447,34,Home & Living,Yes,Occasional,1,High-Value
50,Male,32935,13,281,19,Groceries,Yes,Never,1,Low-Value
38,Female,38248,39,1271,13,Home & Living,No,Never,4,High-Value
25,Male,41270,25,883,4,Groceries,No,Occasional,5,Mid-Value
45,Female,46766,84,301,50,Others,Yes,Occasional,4,High-Value
53,Male,25624,82,1138,44,Others,No,Never,4,High-Value
61,Female,48807,43,1547,23,Groceries,Yes,Occasional,4,High-Value
57,Male,36033,1,454,42,Home & Living,No,Frequent,4,Mid-Value
43,Male,35296,33,600,15,Home & Living,No,Rarely,5,Mid-Value
34,Male,71806,92,298,39,Groceries,No,Rarely,3,High-Value
42,Male,49387,30,1660,2,Fashion,Yes,Frequent,4,High-Value
23,Female,45820,11,602,18,Electronics,No,Frequent,1,Mid-Value
65,Male,32654,27,1327,1,Electronics,No,Occasional,5,High-Value
60,Male,43976,63,954,19,Groceries,Yes,Frequent,4,High-Value
50,Female,72614,60,632,33,Others,Yes,Frequent,5,High-Value
69,Male,56452,37,7,37,Electronics,Yes,Never,1,Mid-Value
29,Female,48779,77,387,51,Electronics,No,Occasional,2,High-Value
50,Female,55932,36,1607,25,Fashion,Yes,Occasional,3,High-Value
43,Male,66180,25,1633,17,Groceries,Yes,Rarely,4,High-Value
25,Male,55880,29,672,4,Others,No,Never,3,Mid-Value
27,Female,38257,45,889,47,Home & Living,No,Frequent,4,High-Value
60,Female,54657,76,817,11,Home & Living,No,Rarely,3,High-Value
57,Male,45563,22,809,14,Electronics,No,Rarely,3,Mid-Value
19,Female,59702,91,1111,40,Others,No,Never,1,High-Value
21,Female,88568,5,646,37,Fashion,Yes,Rarely,5,High-Value
59,Male,49256,18,1108,29,Groceries,Yes,Never,3,High-Value
34,Female,24354,90,1826,28,Others,No,Occasional,4,High-Value
52,Male,35306,84,1054,6,Others,Yes,Never,1,High-Value
50,Female,52554,65,867,20,Fashion,No,Occasional,3,High-Value
18,Male,42280,66,142,48,Others,Yes,Occasional,4,High-Value
46,Male,69179,31,1469,33,Groceries,No,Rarely,3,High-Value
50,Female,44420,76,1132,47,Fashion,No,Frequent,1,High-Value
40,Female,58764,29,706,8,Groceries,No,Occasional,1,Mid-Value
59,Female,49026,49,539,46,Groceries,No,Rarely,2,High-Value
33,Female,52336,49,1612,24,Fashion,Yes,Rarely,4,High-Value
52,Female,56743,95,1523,30,Electronics,No,Rarely,2,High-Value
19,Male,30159,87,1005,40,Others,Yes,Never,5,High-Value
34,Male,39816,94,1303,2,Others,No,Never,4,High-Value
67,Male,42365,10,596,8,Others,Yes,Occasional,3,Mid-Value
36,Female,49712,40,82,26,Others,No,Frequent,1,Mid-Value
57,Male,52485,38,1028,44,Fashion,Yes,Rarely,4,High-Value
26,Male,41708,2,933,41,Others,No,Frequent,2,High-Value
62,Male,51889,83,798,33,Home & Living,Yes,Frequent,2,High-Value
37,Male,49901,61,1027,24,Others,Yes,Frequent,2,High-Value
24,Male,40153,19,885,2,Electronics,No,Occasional,3,Mid-Value
68,Male,24975,7,1073,46,Fashion,No,Occasional,5,High-Value
33,Male,78171,98,789,40,Others,No,Occasional,2,High-Value
42,Female,53784,28,1017,11,Electronics,Yes,Rarely,4,High-Value
38,Male,49173,89,1265,13,Fashion,No,Rarely,1,High-Value
53,Female,66219,81,543,26,Electronics,No,Occasional,4,High-Value
58,Female,21240,33,1432,48,Fashion,Yes,Occasional,5,High-Value
66,Female,53945,76,1954,16,Electronics,No,Occasional,2,High-Value
46,Female,45646,15,1151,18,Electronics,Yes,Occasional,1,High-Value
29,Male,71279,77,1182,46,Home & Living,Yes,Occasional,2,High-Value
27,Male,17828,18,400,12,Others,Yes,Occasional,2,Mid-Value
54,Male,75865,18,1376,21,Electronics,Yes,Frequent,3,High-Value
63,Female,78790,73,794,48,Others,Yes,Occasional,1,High-Value
50,Male,51244,48,1029,1,Others,No,Rarely,4,High-Value
52,Male,40418,9,1285,40,Home & Living,No,Never,3,High-Value
55,Female,55895,1,596,31,Electronics,No,Frequent,5,Mid-Value
51,Female,87634,24,636,19,Electronics,No,Rarely,2,Mid-Value
68,Male,31335,43,1478,30,Electronics,Yes,Occasional,5,High-Value
47,Female,61803,3,1442,19,Home & Living,Yes,Rarely,2,High-Value
59,Female,46134,49,1530,33,Electronics,No,Rarely,3,High-Value
24,Female,46091,34,1019,41,Electronics,Yes,Never,4,High-Value
47,Female,87720,56,741,40,Home & Living,Yes,Never,2,High-Value
30,Male,53784,58,1813,45,Electronics,No,Frequent,2,High-Value
44,Male,48003,80,560,39,Others,Yes,Occasional,5,High-Value
27,Male,73995,5,1801,17,Fashion,Yes,Rarely,1,High-Value
66,Female,43407,18,1415,14,Electronics,Yes,Never,4,High-Value
39,Male,63828,49,969,46,Fashion,No,Frequent,2,High-Value
52,Male,59609,1,829,14,Others,No,Never,5,Mid-Value
23,Female,71479,9,314,3,Electronics,Yes,Occasional,4,Low-Value
45,Female,49198,17,854,51,Groceries,No,Occasional,5,High-Value
68,Male,49285,82,1254,4,Electronics,No,Never,3,High-Value
50,Female,77542,32,2100,41,Home & Living,No,Never,4,High-Value
47,Male,40676,50,1581,25,Electronics,No,Frequent,2,High-Value
65,Male,51668,24,1372,7,Fashion,Yes,Frequent,1,High-Value
62,Female,75332,10,880,18,Others,Yes,Frequent,1,Mid-Value
32,Male,60018,15,563,35,Groceries,No,Never,3,High-Value
65,Male,63277,24,622,18,Fashion,Yes,Rarely,2,Mid-Value
64,Female,50220,56,1346,42,Fashion,No,Frequent,1,High-Value
69,Female,56010,84,1095,10,Others,Yes,Rarely,2,High-Value
57,Male,71994,22,969,5,Groceries,Yes,Rarely,3,Mid-Value
21,Female,5950,29,852,50,Electronics,No,Frequent,4,High-Value
57,Female,31365,12,1976,21,Electronics,Yes,Occasional,2,High-Value
55,Female,44824,93,456,21,Electronics,No,Occasional,1,High-Value
54,Female,67939,87,316,1,Groceries,No,Occasional,1,Mid-Value
57,Female,34861,53,435,49,Others,No,Occasional,1,High-Value
58,Male,46637,62,525,39,Others,No,Never,4,High-Value
68,Male,49992,16,14,7,Electronics,No,Frequent,2,Low-Value
26,Male,43982,47,-271,46,Others,Yes,Never,2,Mid-Value
27,Female,37751,18,1045,38,Groceries,No,Occasional,5,High-Value
67,Male,73071,12,1012,36,Home & Living,Yes,Rarely,4,High-Value
29,Female,67640,93,1519,49,Others,No,Rarely,1,High-Value
45,Male,42797,46,754,7,Fashion,No,Occasional,3,Mid-Value
60,Female,64871,45,1781,33,Home & Living,No,Occasional,2,High-Value
46,Female,47875,89,1579,33,Groceries,Yes,Never,5,High-Value
37,Female,40920,48,1130,46,Home & Living,No,Frequent,3,High-Value
62,Female,48542,24,1447,27,Groceries,No,Occasional,3,High-Value
54,Female,53710,4,2141,45,Groceries,Yes,Occasional,3,High-Value
